equipment_energy_consumption,outdoor_temperature,hour,zone_temperature,zone_humidity
60.0,3.6666666666666714,10,17.940987654320985,50.38197530864198
50.0,3.75,10,19.857426077798706,50.19929012345679
100.0,5.5,12,18.247407407407408,49.559753086419725
60.0,2.7,22,19.08222222222223,48.626728395061726
60.0,2.91666666666667,23,18.90395061728394,49.36407407407408
50.0,2.91666666666667,1,18.729753086419755,53.73085833005849
50.0,2.833333333333329,1,18.690493827160488,49.64617283950617
40.0,2.66666666666667,1,18.5875925925926,49.51737654320986
50.0,2.5,2,18.535432098765426,49.54722222222221
60.0,2.18333333333333,3,16.36097271773947,49.601543209876546
50.0,1.31666666666667,3,18.1795061728395,49.53358024691357
50.0,1.1,4,18.185061728395066,49.60783950617284
60.0,1.28333333333333,4,18.20975308641975,49.67067901234568
60.0,1.46666666666667,4,18.20277777777778,49.66234567901234
60.0,2.6,6,18.178024691358022,49.72469135802469
80.0,3.45,10,17.904074074074078,47.07993827160494
50.0,3.9,11,17.928049382716054,46.75534567901233
50.0,4.05,11,17.923765432098758,46.66040123456789
140.0,4.55,12,18.117283950617285,46.30200617283951
140.0,4.383333333333329,12,18.243580246913577,46.34049382716049
80.0,5.96666666666667,15,18.838271604938278,44.28907407407407
110.0,5.93333333333333,15,18.90611111111111,44.46521604938272
120.0,5.91666666666667,15,18.8653086419753,44.25419753086418
110.0,5.75,16,18.820679012345675,44.344876543209885
90.0,4.0,17,18.585050835148863,44.47714960058099
90.0,3.75,17,18.538518518518522,44.417530864197516
100.0,2.4,20,20.099177157164448,44.230123456790125
50.0,1.33333333333333,0,18.32962962962963,48.757654320987655
20.0,0.0,2,17.860185185185184,47.79024691358024
50.0,0.766666666666667,4,19.62938633547998,47.76592592592593
50.0,1.3,5,17.736481481481487,47.63944444444445
20.0,1.1,6,17.705370370370375,47.52512345679012
60.0,1.6,6,17.648086419753085,47.47783950617283
50.0,1.15,7,17.537901234567897,47.248271604938274
70.0,2.66666666666667,10,17.567654320987653,45.79586419753085
130.0,2.91666666666667,12,17.763580246913577,41.81688317631021
80.0,3.7333333333333294,15,18.530679012345672,46.77586419753086
60.0,3.56666666666667,17,18.31259259259259,45.91160493827161
80.0,3.2,21,18.342901234567897,51.33678950504252
40.0,3.0,23,16.739769892829703,47.224506172839504
50.0,2.7,1,17.972962962962967,48.478395061728385
50.0,2.7,2,17.945493827160497,48.56962962962962
70.0,2.7,2,17.8983950617284,48.6787037037037
70.0,2.7,4,17.80370370370371,43.96048207712656
60.0,2.5,5,17.721481481481476,48.91154320987654
60.0,2.5,5,17.684444444444445,48.87734567901234
60.0,2.5,5,17.684444444444445,48.881944444444436
60.0,2.5,6,17.665987654320986,48.84679012345678
50.0,2.466666666666669,6,17.632345679012346,48.79475308641975
50.0,2.45,6,17.642777777777777,48.80518518518519
50.0,2.43333333333333,6,17.632654320987655,48.79135802469135
70.0,2.41666666666667,6,17.615679012345687,48.773703703703696
150.0,2.2,22,18.028024691358024,50.27018518518518
70.0,2.4833333333333294,2,17.4637037037037,49.681172839506154
60.0,2.43333333333333,5,17.283086419753083,49.393518518518526
70.0,2.43333333333333,6,17.247037037037046,49.31030864197531
40.0,1.36666666666667,8,16.985802469135802,51.79550643824205
60.0,5.53333333333333,15,18.24388888888889,39.925740740740736
30.0,5.4,16,18.17388888888889,39.66777777777778
30.0,5.3333333333333295,16,18.16694444444444,39.62972222222223
50.0,5.2,16,18.175555555555555,39.540740740740716
20.0,-1.26666666666667,1,17.452962962962967,44.17074074074075
50.0,-1.56666666666667,2,17.37888888888888,44.517407407407404
40.0,-2.0,3,17.116296296296287,44.54814814814816
40.0,-2.7,4,16.94740740740741,44.5574074074074
50.0,-2.85,4,16.86777777777779,54.92964550012835
30.0,-2.833333333333329,5,16.74370370370371,44.62481481481482
40.0,-3.13333333333333,6,16.584444444444458,44.63111111111112
40.0,-3.45,7,18.270442391477893,44.43740740740739
40.0,-3.5,8,18.32847610563486,43.89092592592592
50.0,2.5,11,17.542592592592584,42.604444444444425
70.0,2.7,11,17.56222222222222,42.36444444444444
40.0,3.16666666666667,12,17.65888888888889,40.772222222222226
80.0,3.43333333333333,12,17.812222222222218,40.15074074074075
70.0,3.9333333333333296,13,18.154259259259252,39.46555555555556
80.0,4.28333333333333,13,18.295462962962958,38.517222222222216
70.0,4.41666666666667,14,20.088220169255667,38.15925925925927
30.0,4.45,14,18.45259259259259,37.67074074074074
50.0,4.4,16,18.85111111111111,35.50222222222223
60.0,4.3,16,18.825555555555557,35.45537037037037
40.0,4.2,16,17.343454854620934,35.279629629629625
40.0,2.7,17,18.566666666666663,35.41740740740741
110.0,-1.6,21,18.02740740740741,42.86111111111111
60.0,-2.0,23,17.59296296296296,42.471111111111114
40.0,-3.466666666666669,0,17.214814814814808,42.448518518518526
60.0,-2.8,2,17.060370370370375,43.104814814814816
60.0,-3.06666666666667,3,16.900370370370368,43.18194444444446
50.0,-2.833333333333329,4,16.806666666666658,43.205185185185194
70.0,-2.966666666666669,4,16.68222222222222,43.05592592592593
50.0,-3.2,5,14.769893182742363,43.004814814814814
60.0,-3.4,6,16.549999999999997,46.59921550387679
60.0,-3.55,6,16.542962962962964,49.036247974933126
50.0,-0.5166666666666672,10,16.519166666666667,40.37207407407407
80.0,0.05,10,16.647037037037034,40.63444444444444
50.0,1.26666666666667,11,18.915981639290532,40.96724867724867
50.0,2.1,12,17.21242328042329,41.222619047619034
60.0,2.86666666666667,13,19.180519813885173,39.847666666666655
90.0,3.4,14,15.918034099436422,39.12648677248678
50.0,3.65,14,17.870899470899477,38.95391534391534
60.0,3.15,15,18.12380952380952,38.077619047619045
70.0,2.86666666666667,16,16.685784002177137,37.810634920634925
70.0,2.2666666666666706,17,17.828783068783068,38.20095238095237
70.0,2.1,17,17.79611111111111,38.300648148148156
80.0,1.76666666666667,17,17.689576719576714,38.435809523809525
60.0,0.566666666666667,19,17.48701058201058,39.511129629629636
130.0,0.6,21,15.799873952307378,45.01451851851852
90.0,0.4,21,16.175677076843158,42.28032407407407
60.0,0.3,22,17.551111111111116,41.61280423280424
40.0,-0.866666666666667,22,15.37359688644606,37.803242368773105
40.0,-0.95,23,17.244708994709,41.365264550264556
50.0,-0.166666666666667,1,16.940740740740736,42.412592592592596
50.0,-0.333333333333333,2,16.884444444444437,42.369629629629635
50.0,-0.566666666666667,2,15.16116902007134,47.46435299908861
50.0,-0.7,5,16.6437037037037,42.358222222222224
60.0,-0.766666666666667,5,16.66574074074074,42.38785185185186
50.0,0.4,8,16.64629629629629,40.93433862433862
50.0,3.4,13,17.498444444444445,37.83706878306877
40.0,3.45,14,17.517142857142847,37.26417989417988
20.0,3.7,15,17.46148148148148,36.80353968253968
40.0,3.6,15,17.406349206349216,36.89973544973546
50.0,3.5,15,17.381481481481476,36.91518518518519
40.0,3.4,15,17.36074074074074,36.83261904761903
50.0,3.2,15,17.318465608465605,36.61
80.0,3.1,16,15.646548832044946,37.8125343915344
90.0,1.13333333333333,21,17.28732804232803,46.15343853502489
80.0,1.06666666666667,22,17.318359788359786,41.044074074074075
60.0,1.0,22,17.32746031746032,41.08349206349208
60.0,0.8,23,17.271798941798945,41.51987301587302
40.0,0.6,23,17.227682539682547,41.77392592592594
40.0,0.3,0,17.1515343915344,41.930920634920625
40.0,0.366666666666667,2,18.822542485851383,43.09590476190477
40.0,0.4333333333333329,2,16.859682539682545,43.13201058201058
30.0,0.55,3,16.784074074074077,43.33888888888888
30.0,0.566666666666667,3,16.76722222222222,47.878716274587966
40.0,0.6,4,16.72851851851852,43.43814814814815
50.0,0.666666666666667,4,18.72698693029583,43.48748148148149
40.0,0.55,5,16.555925925925926,43.676084656084655
40.0,0.25,5,18.576473696846335,43.61560846560846
40.0,-0.3,6,16.373518518518516,43.436851851851856
50.0,-1.11666666666667,7,18.283290920449684,43.661216931216934
70.0,1.15,9,16.17507936507936,42.06169312169311
90.0,1.85,9,16.263703703703698,41.89511111111111
80.0,2.41666666666667,10,16.389629629629624,41.873291005291
50.0,7.0,16,18.415608465608468,44.66652676039358
50.0,6.3333333333333295,17,16.69372847399854,40.02883597883599
50.0,4.03333333333333,19,17.563333333333333,41.81913227513228
50.0,4.5,20,17.321005291005303,41.688074074074066
20.0,4.53333333333333,21,17.23031746031745,41.26269841269842
50.0,4.65,22,17.197037037037028,41.004000000000005
40.0,4.95,22,17.201481481481487,40.787185185185194
30.0,5.51666666666667,23,17.1564417989418,40.48842592592592
30.0,6.1,0,17.14999999999999,40.50925925925927
50.0,6.16666666666667,1,17.161666666666665,41.47202380952381
50.0,5.43333333333333,2,17.060158730158733,43.48455026455028
40.0,5.65,4,16.975740740740743,45.33296296296297
50.0,6.7,6,17.039259259259254,46.10227513227514
50.0,6.85,6,17.037129629629632,46.248203703703695
50.0,7.19166666666667,7,17.07,46.61407407407408
40.0,7.483333333333332,8,17.075291005291014,46.981005291005296
60.0,7.71666666666667,9,17.092751322751315,43.9961259666567
70.0,9.93333333333333,15,20.706685337057973,44.28442689546727
50.0,9.8,15,18.70740740740741,48.298783068783074
100.0,9.6,17,18.81539682539682,49.519417989418
100.0,9.6,18,18.965396825396816,51.86275132275133
70.0,10.4,20,19.043333333333333,51.257275132275154
50.0,10.65,0,19.242222222222225,51.02
40.0,10.4833333333333,0,19.164497354497367,51.044920634920636
40.0,10.25,2,18.892962962962955,51.16518518518519
60.0,10.1,3,18.829444444444444,51.39959259259259
50.0,10.5666666666667,7,18.592910052910042,51.36857142857143
50.0,10.65,8,18.58888888888889,51.16931216931218
90.0,10.6,9,18.56285714285714,51.24389417989418
60.0,9.8,1,19.355925925925924,50.700515873015895
60.0,9.8,1,19.32259259259259,50.80185185185184
60.0,10.05,2,19.218280423280408,50.65776719576721
20.0,10.0166666666667,4,19.153703703703698,50.297777777777775
50.0,10.05,4,19.12333333333333,50.08822222222223
50.0,10.0666666666667,5,19.099999999999998,49.96407407407407
60.0,9.93333333333333,5,19.069915343915344,49.88862433862433
80.0,8.83333333333333,9,18.83751322751322,49.72497354497354
100.0,10.5666666666667,13,19.032888888888884,54.62109197417832
120.0,10.5,13,19.020846560846564,50.74108994708994
40.0,10.4,14,18.926962962962968,51.214814814814815
60.0,3.9,2,18.546931216931213,53.92847821756457
50.0,3.8,3,18.424814814814823,49.96835978835979
70.0,3.766666666666671,3,18.403544973544967,50.0362962962963
60.0,3.75,3,18.390793650793654,50.04269841269841
60.0,3.7333333333333294,3,18.399629629629622,50.07337962962963
50.0,3.8333333333333295,6,18.15303703703703,49.924031746031744
50.0,3.85,7,18.0962962962963,54.54735908604424
70.0,5.5,10,19.846029009016306,48.1231746031746
60.0,6.8,12,18.769629629629623,47.49466666666667
170.0,6.85,12,18.839365079365077,47.65415343915343
160.0,6.53333333333333,13,20.49311240647776,47.45103703703703
50.0,1.15,22,17.993925925925915,50.442000000000014
50.0,0.866666666666667,22,17.97111111111111,46.17086126583907
30.0,-0.45,2,17.414074074074072,48.793756613756614
40.0,-0.85,4,17.17074074074074,47.92518518518519
50.0,-1.3,4,15.462794611564675,47.8227314814815
40.0,-1.0,6,17.037883597883585,47.63420634920634
40.0,-2.06666666666667,8,16.823333333333334,46.59884126984127
40.0,-1.7,8,15.520598816991967,50.23442094028778
60.0,0.133333333333333,9,16.938592592592595,45.408444444444434
80.0,2.2,10,16.997830687830696,45.31841269841269
30.0,5.2,11,17.427830687830685,45.61825396825396
70.0,5.5,11,17.576111111111118,45.72317989417989
40.0,6.11666666666667,12,17.850899470899478,45.48960846560848
140.0,6.16666666666667,13,18.049166666666665,45.08833333333333
90.0,6.133333333333329,14,18.25465608465608,44.70301587301588
80.0,6.3333333333333295,14,18.417037037037037,44.569759259259264
80.0,6.4,15,18.428148148148143,44.17506878306878
80.0,6.06666666666667,16,18.78162962962963,43.46661375661376
80.0,5.8,17,20.483460409554063,43.432931216931216
90.0,4.8,18,18.439259259259263,42.912592592592596
110.0,2.05,20,18.21291005291005,45.44322751322752
50.0,0.266666666666667,0,18.03703703703705,44.854328042328035
20.0,0.5,1,19.668476105634863,44.88444444444445
40.0,1.08333333333333,2,17.805185185185188,45.17767195767196
50.0,0.8333333333333329,3,17.73148148148148,45.53193650793652
50.0,-0.5,5,19.262497269656016,45.50875661375661
40.0,-0.866666666666667,6,17.24222222222222,45.401111111111106
30.0,-0.666666666666667,6,17.25407407407407,45.61459259259258
80.0,-0.6,7,17.24443121693121,45.82871693121693
80.0,4.6,16,18.608730158730157,42.329544973544984
90.0,5.0,17,18.354814814814816,42.16343915343915
80.0,4.91666666666667,17,18.35281481481481,42.15785185185184
100.0,2.7666666666666706,19,18.25898148148148,42.20679629629629
40.0,2.03333333333333,23,18.385185185185183,47.137712858374144
50.0,1.8333333333333297,0,18.184550264550264,43.792777777777786
50.0,1.73333333333333,1,16.57220491670102,44.146931216931215
40.0,1.71666666666667,1,19.754886835922335,44.137777777777785
40.0,1.68333333333333,2,17.957037037037033,44.20488888888889
50.0,1.65,2,17.918518518518525,44.274074074074065
50.0,0.65,4,17.656666666666666,44.7089417989418
10.0,1.1,6,17.583333333333332,44.78444444444444
20.0,1.1,6,17.571111111111108,49.31244647153282
30.0,1.1,6,17.56511111111111,44.889500000000005
40.0,0.85,7,17.420555555555556,55.82779364827651
140.0,2.5166666666666706,9,17.52166666666666,44.082923280423294
60.0,3.1,10,17.598814814814812,49.03983611859404
70.0,3.2333333333333294,10,19.694674755047373,42.73269841269841
30.0,4.15,11,16.2128133823095,41.542962962962974
70.0,5.26666666666667,13,18.292962962962957,39.78651851851852
60.0,5.3333333333333295,13,18.347407407407406,39.691190476190485
60.0,5.4,13,20.052371665737017,39.53007407407407
60.0,5.73333333333333,14,18.3762527176807,33.50378441087812
40.0,5.8,14,18.31703703703704,36.94439153439152
130.0,5.93333333333333,14,18.3852380952381,36.47
40.0,5.73333333333333,15,18.29232804232804,35.99222222222221
50.0,5.66666666666667,15,18.20529100529101,35.95396825396827
50.0,5.3,17,18.064444444444444,34.99007407407408
30.0,5.03333333333333,17,17.937407407407402,34.77666666666666
100.0,4.3333333333333295,18,19.25399197197927,36.40531481481481
90.0,3.85,19,17.65851851851851,38.15031746031745
40.0,2.78333333333333,23,17.89907407407408,44.16924867724867
20.0,2.35,23,17.7711111111111,44.089365079365066
60.0,1.91666666666667,23,17.632222222222214,44.08889947089948
50.0,1.78333333333333,0,16.115273699769805,44.095343915343925
40.0,1.95,0,17.54851851851852,43.9084656084656
60.0,2.2,1,17.5062962962963,43.69439153439151
50.0,2.2,1,15.927790126648805,43.59682539682539
50.0,1.86666666666667,2,17.297037037037036,43.15562962962963
40.0,1.43333333333333,3,23.297474531582097,43.477719576719586
50.0,1.3,4,17.053439153439154,43.561851851851856
50.0,0.966666666666667,5,16.87031746031745,43.5810582010582
50.0,0.8,6,16.844814814814807,43.56656084656085
40.0,0.716666666666667,6,16.840740740740742,43.62800000000001
50.0,0.316666666666667,7,16.769999999999996,43.71440476190477
60.0,1.15,8,17.01089947089947,43.45576719576719
60.0,1.86666666666667,9,17.12688888888889,42.708296296296304
130.0,4.5833333333333295,11,17.633492063492067,40.19910052910053
100.0,4.75,11,17.71492063492063,39.19954497354498
70.0,5.5,13,18.282444444444447,42.73278585404376
60.0,6.1,16,18.824444444444435,40.166829189564794
50.0,6.03333333333333,16,17.294056768552874,34.435417989418006
60.0,6.0,17,18.78468253968254,38.96152054560689
80.0,3.4,19,18.123333333333335,36.266825396825396
30.0,0.85,0,17.63460317460318,42.39409351830941
30.0,0.7833333333333331,1,17.571851851851857,39.89978835978836
60.0,0.733333333333333,1,17.49296296296296,40.09511111111111
30.0,0.3,3,17.25777777777778,40.50740740740739
50.0,0.15,4,17.190740740740743,40.574222222222225
40.0,-0.2,6,16.965555555555554,40.875343915343926
90.0,-5.55111512312578e-17,8,16.848518518518517,40.805925925925905
60.0,2.5,10,17.300000000000004,37.94793650793651
30.0,3.5,11,17.459629629629625,37.79624338624339
60.0,4.25,11,17.695555555555565,36.80318518518519
50.0,4.73333333333333,12,16.020778714212145,36.43804894179893
60.0,5.8,14,18.62269841269842,35.36947089947089
60.0,5.85,14,16.67937466422384,35.32787037037038
60.0,5.9,14,18.748518518518512,41.220322049007216
50.0,5.9,15,18.943333333333342,34.95259259259259
20.0,5.65,16,18.735555555555543,33.51037037037037
60.0,5.4,17,20.228621601608893,33.71037037037038
60.0,5.2,17,18.50962962962963,33.8174074074074
50.0,5.1,17,18.471111111111114,33.86629629629629
50.0,3.966666666666669,19,18.02111111111111,35.22555555555555
60.0,3.9333333333333296,19,17.98037037037037,35.39555555555555
70.0,2.5,22,17.65888888888888,41.03851851851851
50.0,2.3,22,17.58148148148148,40.90259259259258
60.0,1.5,0,18.94810573526449,41.357777777777784
30.0,1.4,1,17.160740740740742,41.33518518518518
60.0,1.3,2,17.020740740740727,41.39074074074075
60.0,1.2,2,18.874516465551967,41.559629629629626
30.0,0.65,3,15.337424241194308,42.08259259259258
30.0,0.1,6,17.153334698203427,43.12555555555556
40.0,-0.05,6,18.629277929650563,43.306666666666665
40.0,2.13333333333333,9,18.769331280366785,39.94222222222221
140.0,4.23333333333333,11,17.445555555555543,36.041851851851845
130.0,6.1,15,18.836666666666662,33.709259259259255
90.0,6.1,15,18.881851851851852,33.51925925925926
60.0,5.43333333333333,17,19.125555555555554,32.871111111111105
20.0,-2.36666666666667,1,17.55851851851851,44.430241046107874
30.0,-2.53333333333333,2,17.500370370370376,45.39328421601982
40.0,-2.8,3,17.277777777777775,40.26666666666667
30.0,-3.0,4,17.201481481481476,40.35574074074074
40.0,-1.58333333333333,5,19.27143137474026,40.877037037037034
40.0,-0.95,6,17.158518518518523,41.03796296296295
30.0,-0.8333333333333329,6,17.167777777777772,41.0762962962963
70.0,-5.55111512312578e-17,8,17.16111111111111,40.97583333333333
50.0,1.2,9,17.211851851851847,41.05796296296297
50.0,1.6,9,17.249629629629624,41.06888888888889
40.0,2.03333333333333,10,15.543226516075695,40.91444444444445
50.0,2.5,10,17.390740740740732,40.38962962962962
20.0,3.53333333333333,11,17.50592592592592,38.97740740740741
50.0,3.61666666666667,11,17.52074074074074,39.08666666666666
60.0,3.5166666666666706,13,17.413981481481482,40.179166666666674
130.0,3.55,13,17.368518518518513,40.62990740740741
160.0,3.583333333333329,13,17.33259259259259,41.27648148148149
20.0,3.75,14,21.562910160876395,41.89148148148149
20.0,3.9,14,17.368148148148144,42.02222222222221
110.0,5.9,19,17.832962962962963,44.7925925925926
90.0,7.3333333333333295,21,18.645370370370365,49.181296296296296
60.0,7.4,22,18.684444444444445,50.24814814814815
60.0,7.51666666666667,22,18.577777777777776,50.40222222222221
50.0,7.983333333333332,22,19.889623259885166,47.64537037037037
20.0,8.36666666666667,23,18.41074074074074,46.77333333333334
50.0,8.5,0,16.474614693048128,46.540370370370375
50.0,8.5,1,18.27481481481481,42.25190837694876
50.0,8.349999999999998,1,18.24592592592592,46.473703703703706
50.0,8.099999999999998,2,18.19592592592592,46.2937037037037
40.0,7.9,2,18.176666666666666,46.114444444444445
30.0,7.8,2,18.176666666666662,46.07296296296295
30.0,7.599999999999999,4,18.03666666666667,45.89416666666667
60.0,4.7,4,18.34999999999999,53.23148148148148
30.0,7.349999999999999,5,17.918148148148145,44.779629629629625
40.0,7.133333333333329,6,17.86518518518518,44.602592592592586
70.0,5.91666666666667,9,18.077777777777776,41.58694444444445
90.0,6.2,10,18.098148148148155,41.32037037037036
60.0,7.15,11,18.439999999999998,39.50481481481481
70.0,7.93333333333333,12,18.582222222222224,38.59111111111112
60.0,8.33333333333333,12,18.686296296296298,38.66962962962963
50.0,8.46666666666667,12,18.737777777777776,41.89736365202495
40.0,8.38333333333333,13,18.778888888888883,37.674074074074085
80.0,7.633333333333329,14,20.415704999070353,39.145185185185184
90.0,5.4,16,18.144814814814808,41.21592592592593
80.0,4.93333333333333,16,18.123703703703697,41.32444444444445
120.0,4.0,17,16.607472666331343,47.48062976938768
80.0,2.5,21,18.312962962962963,43.60851851851854
70.0,2.5,22,17.991111111111106,42.81185185185187
50.0,1.63333333333333,0,19.593653596962493,43.73407407407407
50.0,2.4,1,17.69222222222222,44.19296296296295
40.0,2.8,1,17.687777777777782,44.34148148148149
40.0,2.16666666666667,2,17.63222222222222,44.418703703703706
40.0,3.5,4,17.61259259259259,50.12359273235066
40.0,3.9,5,17.61,44.75907407407406
20.0,4.31666666666667,5,17.607777777777777,44.904814814814806
40.0,4.1,6,17.533425925925922,44.93296296296296
40.0,3.5,7,17.457037037037036,44.94074074074073
50.0,3.11666666666667,8,17.442962962962955,44.83055555555555
70.0,7.53333333333333,16,18.841384479717806,39.3888955026455
90.0,6.1,18,18.737460317460318,39.769047619047626
90.0,4.1,19,19.973284300021596,40.372797619047624
80.0,1.5,21,18.411091269841265,42.05753968253967
60.0,2.0,23,20.0153585577022,42.743458994708995
60.0,2.583333333333329,23,18.09187262650806,48.411425750411375
40.0,2.86666666666667,0,18.093108465608466,43.44535714285715
60.0,3.03333333333333,0,18.06994047619049,43.506944444444436
50.0,3.466666666666669,1,18.08007936507937,43.4199603174603
50.0,3.86666666666667,1,18.08015873015873,43.14718253968255
50.0,4.3333333333333295,2,18.05210317460317,47.91533215034007
30.0,3.9833333333333294,3,17.974305555555553,42.903015873015875
40.0,3.85,5,17.895654761904765,48.37994907882077
40.0,3.7214285714285698,6,17.84,44.23490079365079
30.0,4.321428571428569,10,14.610708243371455,43.58349206349206
50.0,4.40714285714286,11,16.0164586327287,43.54839285714285
50.0,5.2,13,18.03381613756613,43.47721560846561
40.0,5.4,14,18.16515873015873,43.526821428571424
90.0,6.1,18,18.324027777777776,51.069255288488144
90.0,4.5,18,16.245104941463623,41.20371252204586
70.0,1.5,22,19.583206941742436,38.59946576319358
40.0,1.3,23,17.811481481481486,42.634444444444426
50.0,1.03333333333333,23,17.749629629629627,42.72407407407408
40.0,0.9,23,17.722962962962967,39.327316442847184
50.0,0.766666666666667,23,17.70407407407406,42.79666666666666
50.0,0.5,0,16.017053870823943,42.874074074074095
40.0,0.6,1,19.405682631776273,43.13148148148147
40.0,0.5166666666666672,2,17.401111111111113,43.093425925925914
50.0,0.266666666666667,2,17.33518518518519,43.16555555555554
40.0,0.1,3,17.296666666666667,43.292222222222236
50.0,0.3,4,19.14551314267191,43.39814814814814
40.0,0.35,4,15.645942759712845,43.42111111111111
40.0,0.4,5,15.371374664223842,49.263285011970176
50.0,0.566666666666667,5,17.146296296296303,38.96387713885495
50.0,0.6,6,17.150000000000002,43.46333333333333
40.0,1.2,7,17.128888888888884,43.64
30.0,1.2,7,17.108518518518522,40.21546459099533
30.0,1.6,8,17.108518518518515,43.85518518518518
30.0,1.7,8,17.121111111111116,43.79342592592593
90.0,3.0,11,17.480740740740735,46.539629629629616
80.0,3.15,11,17.40222222222222,45.887222222222235
80.0,4.133333333333329,12,16.044461278231346,41.882222222222225
80.0,4.6,13,17.700740740740745,40.816666666666656
110.0,6.16666666666667,15,17.772962962962957,39.19037037037037
50.0,3.3,23,17.228888888888886,43.583703703703705
30.0,3.333333333333329,23,17.228888888888886,43.628148148148156
30.0,3.4,0,17.196666666666655,43.73777777777778
40.0,3.4,1,17.121481481481478,43.69629629629631
50.0,3.36666666666667,1,18.94599794703344,43.70296296296297
50.0,3.2666666666666706,1,17.0462962962963,43.84814814814814
40.0,3.35,2,16.986851851851853,44.28064814814814
30.0,3.4,2,16.985555555555557,44.330740740740744
40.0,3.45,2,16.99,44.356296296296286
20.0,3.5,3,16.975925925925925,44.39935185185186
50.0,3.333333333333329,3,16.905925925925928,44.62259259259259
50.0,3.0,4,16.884814814814813,44.65444444444446
50.0,2.91666666666667,4,16.884074074074068,44.67407407407408
50.0,2.833333333333329,4,16.89037037037037,44.66888888888889
40.0,2.833333333333329,5,18.733661290820052,44.555185185185174
50.0,3.0,7,20.509659237853498,44.46296296296296
50.0,2.7,8,16.643703703703704,44.46481481481481
50.0,2.7666666666666706,8,16.661481481481488,44.48962962962963
40.0,2.9,9,16.64777777777778,44.5639814814815
50.0,2.86666666666667,10,16.75148148148149,44.24259259259259
60.0,2.7333333333333294,10,16.666481481481487,43.83370370370372
80.0,2.7,11,16.732222222222212,43.78111111111111
100.0,2.81666666666667,11,16.829259259259256,47.506252540913835
80.0,5.0,14,17.352962962962966,42.891851851851875
80.0,3.583333333333329,15,16.07826966943575,42.28111111111111
70.0,3.466666666666669,15,17.387777777777778,42.25777777777778
70.0,2.6,16,17.454074074074075,42.18592592592593
50.0,0.0666666666666667,1,16.838148148148143,45.22407407407408
50.0,0.35,3,18.859209152518048,44.940000000000005
50.0,0.0666666666666667,4,16.62777777777778,44.81333333333333
40.0,0.05,4,16.634444444444455,44.82055555555556
50.0,0.0,5,16.585555555555555,44.72740740740741
20.0,0.0833333333333333,5,16.531111111111112,44.63037037037038
50.0,0.166666666666667,6,16.47555555555556,44.60185185185185
150.0,0.633333333333333,8,16.491851851851855,43.955925925925925
60.0,0.883333333333333,9,16.530740740740743,43.56333333333334
50.0,2.466666666666669,16,18.13814814814814,41.87444444444444
40.0,1.91666666666667,17,18.015925925925924,41.871111111111105
70.0,3.15,18,16.136313130083195,42.12518518518519
80.0,2.45,18,17.4811111111111,42.16000000000002
110.0,1.75,18,17.36037037037036,47.31180273453835
40.0,0.65,3,17.23444444444444,44.01962962962963
70.0,-0.566666666666667,7,16.517037037037046,43.88203703703703
80.0,-0.533333333333333,7,18.584463114835753,43.87999999999999
60.0,0.25,8,16.540740740740738,42.8725925925926
50.0,0.683333333333333,8,18.408960909996402,42.66962962962964
40.0,3.86666666666667,10,15.253503581937006,41.98925925925927
40.0,5.03333333333333,11,17.34981481481481,38.75681578435618
50.0,5.9,12,17.645555555555557,47.587728660464265
40.0,6.85,15,18.13,43.77148148148148
40.0,6.6,16,19.83736499452375,42.95444444444445
40.0,6.45,17,21.66775403528543,41.68592592592593
110.0,5.8,18,17.538518518518508,41.65037037037038
40.0,4.65,22,17.829444444444444,42.06935185185185
40.0,4.633333333333329,22,16.150520871923202,42.32851851851853
50.0,4.6,0,23.211733790841365,43.108333333333334
40.0,4.43333333333333,1,17.297777777777767,48.46211125086916
30.0,4.4,2,17.28666666666667,46.90338919425602
50.0,4.2,2,17.16703703703704,42.75888888888888
50.0,3.85,4,17.055925925925923,42.65481481481481
50.0,3.75,5,16.955925925925918,42.13777777777778
40.0,3.7,6,16.944074074074077,42.20481481481482
50.0,3.966666666666669,6,18.849216846375604,42.14481481481482
80.0,4.06666666666667,7,16.874074074074066,46.17950030536713
70.0,3.9,8,16.799629629629635,42.015000000000015
100.0,4.7,9,17.062962962962967,40.731018518518525
70.0,4.9,9,17.05092592592591,40.83833333333334
70.0,5.0,10,17.067777777777767,40.54851851851852
40.0,6.43333333333333,12,17.08962962962963,37.73111111111111
90.0,7.03333333333333,13,18.73908456457186,38.35333333333333
100.0,7.1,14,17.230370370370377,37.640740740740746
110.0,6.9,15,17.242037037037036,37.907037037037036
110.0,6.55,16,17.427222222222223,37.543888888888894
90.0,6.5,17,17.488333333333337,37.345925925925926
90.0,6.43333333333333,17,17.542962962962957,37.28703703703703
130.0,5.85,19,17.68481481481482,44.302851991609906
50.0,1.55,2,17.4637037037037,47.094766493451644
40.0,0.8,3,17.32851851851852,41.72222222222222
50.0,0.7,4,17.001851851851843,41.875555555555565
20.0,-0.533333333333333,6,16.588148148148143,42.26370370370369
50.0,-0.2,8,16.435185185185187,42.011851851851844
50.0,1.55,8,16.528888888888883,41.95351851851852
90.0,4.51666666666667,10,17.600370370370378,40.28037037037038
60.0,4.93333333333333,10,17.720925925925926,39.63111111111111
50.0,9.85,14,18.89370370370371,35.696203703703695
50.0,9.85,15,19.051481481481474,35.03592592592592
100.0,9.8,16,19.187037037037033,34.612222222222215
